标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【图像识别】图像识别软件开发一期,https://task.epwk.com/988715/,658人,1人,¥20000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】软件开发,https://task.epwk.com/982409/,443人,1人,¥3500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【图像识别】水位视觉识别自动观读,https://task.epwk.com/982186/,4009人,2人,¥800,圆满完成,雇佣,o61ea26d8479fa,水面位置识读：玻璃管子里一个10mm高度范围的固定区域，水位在此区间随机变化，用固定相机获取照片输入电脑，AI技术识别水面线，判断位置并获得水位读数，0.1mm精度，低采样率（分钟级别），提交源代码,2022.02.15,2022.03.13,任务编号：982186,￥800,5天,重庆市-市辖区,泾县云顶文化传媒有限公司,https://shop.epwk.com/j7n38q01e5e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】app研发数据采集,https://task.epwk.com/976347/,319人,1人,¥3000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据采集软件开发一期,https://task.epwk.com/973486/,1440人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据处理】以一个字段为id向一个数据库的字段里的空值插入数据,https://task.epwk.com/972472/,2980人,1人,¥400,圆满完成,雇佣,优觅K1mu5,用导出的数据，以一个字段为id向一个数据库的字段里的空值插入数据， 和以一个字段为id 修改一个字段下的值为0，内网需要指导完成，你给语句我实施,2021.12.01,2021.12.10,任务编号：972472,￥400,1天,江苏省-南京市,南京领尚信息科技有限公司,https://shop.epwk.com/j7n38qml35e1/,南京领尚信息科技有限公司,出售服务,https://shop.epwk.com/j7n38qml35e1/chushou/,企业,四品,114分,,,南京领尚信息科技有限公司,,,,,,,,,,,,,,,,,,,
【数据采集】处理订单网站开发，数据处理,https://task.epwk.com/967065/,892人,4人,1000-3000元,圆满完成,招标,o617cf3eda8807,处理订单网站开发，数据入录和保存，具体详谈,2021.11.03,2021.11.08,任务编号：967065,"￥1500,￥1000,￥2500","2天,10天,10天","广东省-深圳市,河南省-洛阳市,山东省-枣庄市",深圳全栈开发工作室,https://shop.epwk.com/89dvgvy3kdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】请人做数据采集,https://task.epwk.com/963071/,9918人,1人,1000元以内,圆满完成,招标,水手20,因业务需要，我方拟请人通过网络采集整理客户的信息。一、具体要求如下：1、客户类型：定制家具的生产厂商2、客户所在地：加拿大安大略省（Ontario Canada) 3、收集到的信息填写在附件《厂商信息收集.xlsx》中提供给我方即可我方会提供一定的关键字提示信息，以助于乙方完成数据的收集，但是主要还是要靠乙方独立完成初步估计该省大概有400家左右符合条件的厂商（也就是说，大概会有400条左右的数据）二、对乙方的要求：1、较好的英文阅读能力；2、能够科学上网（因为需要用到Google搜索）；三、报价及费用计算方式：拟采用如下方式报价及计算费用：1、报价：由于初期不知道最终会收集到多少条信息，故请乙方不要报此项工作的总价，而是报收集到的每条信息的单价，即 a 元/条，并提供预计完成时间（就是说乙方提出一个具体的 a 的值作为报价，并提出预计完成时间）；2、将按照如下公式计算最终的费用：最终费用=a 元/条x 收集到的信息总条数 - a 元/条x 收集到的错误信息的总条数 x 1.2 - a 元/条x 遗漏信息的总条数 x 0.2其中“收集到的错误信息的总条数”及“遗漏信息的总条数”由甲方在验收时给出有关的证据后确定；注：如果某条数据的部分字段（例如联系人姓名、电话号码等）的信息乙方未收集到，除非甲方能够证明这些信息的确是可以从网络搜索到的，否则这些字段就被视为正常无法获取的信息，那么本条数据仍然计为合格数据；四、费用支付方式：合同签署后甲方支付250元，乙双方支付50元到平台作为保证金以表达诚意（若后续任何一方失信，失信方缴纳到平台的费用即作为给对方的赔偿），然后乙方开始工作，工作完成后乙方告诉甲方收集到的信息的总条数，然后甲方追加支付一些费用到平台，使得总支付费用（含之前已经支付的250元）= a 元/条x 收集到的信息总条数，然后乙方把收集到的全部数据提供给甲方验收，按照前面所说的计费方式计算最终费用后甲方按多还少补的原则向平台缴纳或领回差额，最后乙方与平台做结算并领回保证金和项目费用。有关实施由平台监管落实。五、若双方此次能够顺利愉快地合作，后续可能会把此工作扩大到加拿大的其它省份及美国各州。六、若有疑问请加微信做进一步的沟通。七、以上，谢谢！,2021.10.26,2021.12.24,任务编号：963071,￥200,7天,广西-南宁市,广西顺隽信息工程有限责任公司,https://shop.epwk.com/0z5o4x1x7njq/,广西顺隽信息工程有限责任公司,出售服务,https://shop.epwk.com/0z5o4x1x7njq/chushou/,企业,九品,42分,,,广西顺隽信息工程有限责任公司,,PC端程序逆向开发,价格面议,小程序定制开发,价格面议,App定制开发,价格面议,,,,,,,,,,,,
【数据采集】百度爱采购商家信息采集,https://task.epwk.com/951510/,1842人,2人,¥1500,圆满完成,雇佣,o60959bf885035,百度爱采购商家信息采集，需要电话号码，区域，关键词筛选的等公开信息,2021.08.23,2021.09.24,任务编号：951510,"￥1500,￥1500","5天,14天","北京市-北京市-房山区,广东省-深圳市",北京万比邻科技,https://shop.epwk.com/89dvgxv0kdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】网站采集整理数据,https://task.epwk.com/927793/,5295人,2人,¥5000,圆满完成,雇佣,o58a84c4386f4e,采集目标为中国商标网，有防采集机制，有采集经验或者相关技术能力的接任务，具体的详细信息请联系QQ或者微信了解，,2021.04.03,2021.07.02,任务编号：927793,"￥5000,￥5000","20天,7天","山东省-临沂市-兰山区,河北省-石家庄市-裕华区",微企邦网络科技,https://shop.epwk.com/89dvgvk24dl2/,微企邦网络科技,出售服务,https://shop.epwk.com/89dvgvk24dl2/chushou/,企业,五品,37分,,,微企邦网络科技,,,,,,,,,,,,,,,,,,,
【数据采集】自动抓取网页开奖数据,https://task.epwk.com/921567/,3065人,3人,¥1000,圆满完成,雇佣,o60389e9e4659e,项目:自动抓取网页开奖数据称呼:黄先生地区:不限需求:自动抓取网页开奖数据，保存到txt，保存最新的1000期数据就可以了，超过1000期，就删掉多余的期数,2021.03.01,2021.03.07,任务编号：921567,"￥1000,￥1000","5天,1天","四川省-成都市-青羊区,湖北省-武汉市-青山区",蓬方洲软件开发工作室,https://shop.epwk.com/9w56eql87dv1/,蓬方洲软件开发工作室,出售服务,https://shop.epwk.com/9w56eql87dv1/chushou/,工作室,七品,36分,,,蓬方洲软件开发工作室,,,,,,,,,,,,,,,,,,,
【其他人工智能】蓝牙控制开发一期,https://task.epwk.com/920296/,439人,1人,¥49800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能服务软件开发一期,https://task.epwk.com/911549/,619人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【刷脸支付】软件开发,https://task.epwk.com/904745/,592人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】酒店房价收集,https://task.epwk.com/896782/,6373人,1人,1000元以内,圆满完成,招标,xdxu1991,在某一个指定的日期采集 某个指定酒店品牌的房价   包括全国所有城市,2020.10.07,2020.11.27,任务编号：896782,￥300,2天,山东省-烟台市,长毛象软件工作室,https://shop.epwk.com/v0n1xo92l57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】携程网酒店数据手动采集 (五个小时可完成),https://task.epwk.com/896727/,2620人,1人,1000元以内,圆满完成,招标,xdxu1991,我想采集携程网在某一个节点 比如12月31号那一天每个城市有多少家酒店（这个搜索之后会弹出来） 有多少“连锁酒店” 分类里面可以筛选 有多少“高端酒店” 等等,2020.10.07,2020.10.07,任务编号：896727,￥200,1天,山东省-烟台市-福山区,长毛象软件工作室,https://shop.epwk.com/v0n1xo92l57y/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】电子证件照系统,https://task.epwk.com/895211/,1923人,1人,¥1800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】辅助加人,https://task.epwk.com/893824/,1879人,1人,¥400,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发,https://task.epwk.com/886594/,606人,1人,¥39999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能机器人开发,https://task.epwk.com/865959/,995人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】超市商城第三期,https://task.epwk.com/864645/,388人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】超市商城第二期,https://task.epwk.com/864644/,275人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】超市商城第二期,https://task.epwk.com/864643/,336人,1人,¥42000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】超市商城第一期,https://task.epwk.com/864642/,438人,1人,¥48000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】视频直播app第五期,https://task.epwk.com/863726/,305人,1人,¥30000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】视频直播app第四期,https://task.epwk.com/863725/,232人,1人,¥30000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】视频直播app第三期,https://task.epwk.com/863724/,276人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】视频直播app第二期,https://task.epwk.com/863723/,259人,1人,¥35000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】视频直播app第一期,https://task.epwk.com/863721/,312人,1人,¥35000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】物业管理第四期,https://task.epwk.com/863166/,211人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】物业管理第三期,https://task.epwk.com/863165/,240人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】物业管理第二期,https://task.epwk.com/863164/,205人,1人,¥42000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】物业管理第一期,https://task.epwk.com/863163/,186人,1人,¥48000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能系统,https://task.epwk.com/862628/,648人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】游泳app第五期开发,https://task.epwk.com/862113/,428人,1人,¥10000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】游泳app第四期开发,https://task.epwk.com/862112/,292人,1人,¥10000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】游泳app第三期开发,https://task.epwk.com/862111/,285人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】游泳app第二期开发,https://task.epwk.com/862107/,203人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】游泳app第一期开发,https://task.epwk.com/862106/,319人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能APP开发项目一期,https://task.epwk.com/861291/,466人,1人,¥31990,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】机器人开发第四期,https://task.epwk.com/861146/,229人,1人,¥20000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】机器人开发第三期,https://task.epwk.com/861143/,285人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】机器人开发第二期,https://task.epwk.com/861142/,278人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】机器人开发第一期,https://task.epwk.com/861141/,471人,1人,¥50000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发,https://task.epwk.com/861093/,320人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【刷脸支付】刷脸支付APP开发一期,https://task.epwk.com/860513/,368人,1人,¥38697,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据分析】数据分期服务一期,https://task.epwk.com/860508/,2377人,1人,¥9790,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】标准数据抓取,https://task.epwk.com/853667/,2514人,1人,¥500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能控制水温尾款,https://task.epwk.com/853649/,250人,1人,¥46000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能控制水温四期,https://task.epwk.com/853630/,150人,1人,¥9000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】万能网友圈，营销大数据开发,https://task.epwk.com/848117/,2526人,1人,¥45000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发二期,https://task.epwk.com/845552/,258人,1人,¥48999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发一期,https://task.epwk.com/845142/,337人,1人,¥47693,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能控制水温开发 三期,https://task.epwk.com/845009/,218人,1人,¥5300,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能APP开发三期,https://task.epwk.com/843252/,241人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据采集任务II,https://task.epwk.com/842537/,2331人,1人,¥350,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能控制水温开发 二期,https://task.epwk.com/842311/,255人,1人,¥6800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能APP开发二期,https://task.epwk.com/840498/,302人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能控制水温开发 一期,https://task.epwk.com/838368/,237人,1人,¥5600,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能项目开发首款,https://task.epwk.com/837439/,319人,1人,¥31866,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【刷脸支付】第三方支付开发一期,https://task.epwk.com/835920/,263人,1人,¥16330,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【刷脸支付】刷脸支付软件开发,https://task.epwk.com/829313/,678人,1人,¥40000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能APP开发一期,https://task.epwk.com/827003/,574人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】熟悉pyspider框架，采集项目,https://task.epwk.com/823765/,1865人,1人,¥1600,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】数据采集,https://task.epwk.com/823435/,4700人,4人,3000-5000元,圆满完成,招标,o5d8d9b10109d5,采集数据，,2019.12.19,2020.01.07,任务编号：823435,"￥3000,￥5000","3天,1天","陕西省-西安市,湖北省-武汉市-武昌区",西安安睿科技,https://shop.epwk.com/78n96yy68nkv/,西安安睿科技,出售服务,https://shop.epwk.com/78n96yy68nkv/chushou/,企业,六品,59分,总 2 次中标，交易总金额,￥8000.00,西安安睿科技,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能APP开发,https://task.epwk.com/820060/,299人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】爬一个亚马逊跳转之后的网页,https://task.epwk.com/818914/,2450人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能软件开发,https://task.epwk.com/815034/,404人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能冲奶机app开发二期,https://task.epwk.com/813571/,190人,1人,¥6800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】智能冲奶机app开发一期,https://task.epwk.com/813570/,287人,1人,¥5000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】求mongo db转sql sever接口软件,https://task.epwk.com/812730/,2323人,1人,3000-5000元,圆满完成,招标,lzj650601,寻求mongo db转sql sever接口软件，希望有实际经验和类似接口的公司或个人联系，其他勿扰！,2019.11.15,2019.11.21,任务编号：812730,￥3000,5天,广东省-汕头市-龙湖区,汕头市讯博信息科技有限公司,https://shop.epwk.com/rp5z4xx48dx3/,汕头市讯博信息科技有限公司,出售服务,https://shop.epwk.com/rp5z4xx48dx3/chushou/,企业,一品,55分,,,汕头市讯博信息科技有限公司,,高端网站建设开发,价格面议,品牌网站建设开发,价格面议,企业网站建设开发,价格面议,微信公众平台开发,价格面议,C++/Qt桌面软件开发,价格面议,商城系统开发,价格面议,微信小程序开发,价格面议,,,,
【其他人工智能】人工智能网站开发,https://task.epwk.com/812582/,359人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】刷脸考勤、支付的软件开发,https://task.epwk.com/811547/,1146人,1人,¥5000,圆满完成,雇佣,o5dc96c831739f,1，需要开发一款刷脸考勤、支付的软件，和线下设备结合起来2，要求必须提供案例。没有案例的服务商，请不要打扰。3，具体需求加微信详聊。,2019.11.11,2019.11.13,任务编号：811547,￥5000,1天,湖南省-长沙市,湖南鑫强科技有限公司,https://shop.epwk.com/j7n38ov1e5e1/,湖南鑫强科技有限公司,出售服务,https://shop.epwk.com/j7n38ov1e5e1/chushou/,企业,四品,40分,,,湖南鑫强科技有限公司,,点餐系统,"￥10000
            /起",汽车维修保养,"￥10000
            /起",后台管理系统,"￥10000
            /起",企业ERP系统,"￥10000
            /起",企业CRM系统,"￥10000
            /起",供应链管理系统,"￥10000
            /起",企业OA系统,"￥10000
            /起",网站建设,"￥5000
            /起",,
【数据采集】开发一个自动数据收集器,https://task.epwk.com/799265/,2805人,1人,1000-3000元,圆满完成,招标,o5d91b43ce6f25,开发一个自动数据收集器  要求自动复制到OFFICE表格上。需服务商报价,2019.09.30,2019.10.04,任务编号：799265,￥1000,3天,湖北省-武汉市,武汉轻洽网络技术有限公司,https://shop.epwk.com/j7n38oqx25e1/,武汉轻洽网络技术有限公司,出售服务,https://shop.epwk.com/j7n38oqx25e1/chushou/,企业,一品,60分,,,武汉轻洽网络技术有限公司,,财务代记账系统 会计公司企业代理记账 定制开发 提供源码,"￥10000
            /件",软件开发 系统开发 定制  C# BS 前后端 二次开发,"￥10000
            /件",企业官网定制 对接企业内部系统 订单系统 分销系统CRM系统,"￥10000
            /件",OA办公系统 客诉资产 员工考勤 各类审批 定制开发提供源码,"￥10000
            /件",社区物业系统 业主 维修上报 线上收费 定制开发 提供源码,"￥10000
            /件",标准库管理软件 行业标准 标准下载 信息系统 多维度分析,"￥10000
            /件",博客系统 主题定制博客系统 定制开发 提供源码 C# Net,"￥10000
            /件",学校答题系统 题库 试卷生成 成绩分析 过程监管 提供源码,"￥10000
            /件",电商系统 用户 商品物流配送 分销渠道多平台 提供源码,"￥10000
            /件"
【其他人工智能】人工智能系统开发四期,https://task.epwk.com/792299/,421人,1人,¥35180,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能系统开发三期,https://task.epwk.com/792294/,307人,1人,¥36820,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能系统开发二期,https://task.epwk.com/791858/,718人,1人,¥53998,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能系统开发一期,https://task.epwk.com/791112/,456人,1人,¥49999,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】网站的数据，会python的,https://task.epwk.com/786829/,5472人,4人,¥500,圆满完成,雇佣,o5c66c064b8b8b,网站的数据，会python的，数据成功再通过api发布至我的网站！由于api入库接口我不是很清楚需要你找！后端是php程序，最好懂php！方便找入库的api接口！,2019.08.25,2019.08.31,任务编号：786829,"￥500,￥500,￥500,￥500","5天,1天,1天,3天","江西省-赣州市-章贡区,四川省-成都市-武侯区,湖北省-武汉市,山东省-济南市-历下区",华夏太和,https://shop.epwk.com/9w56erv4kdv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】网页数据采集与筛选。,https://task.epwk.com/783918/,2371人,1人,¥500,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】做一个QQ信息采集软件,https://task.epwk.com/779740/,3160人,3人,¥500,圆满完成,雇佣,同八字网,做一个界面简洁的QQ个人信息采集软件，要求在输入指定范围QQ号码，比如100000000~100200000，能够自动采集QQ个人信息中的性别、出生年月日、城市，但没有出生年月日信息的不采集，最后导出Excel表格，每条信息一行。,2019.08.06,2019.08.08,任务编号：779740,"￥500,￥500","5天,20天","北京市-北京市,北京市-北京市",北京万比邻科技,https://shop.epwk.com/89dvgxv0kdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】已有代码，重新更改数据采集网址，处理好链接关系,https://task.epwk.com/775575/,2779人,3人,¥280,圆满完成,雇佣,o5c6b723ddddc3,开发工具：Visual Studio 2015  程序语言：C#已有代码，重新更改数据抓取网址，处理好链接关系，处理好。,2019.07.24,2019.08.09,任务编号：775575,"￥200,￥200","3天,2天","湖北省-武汉市-武昌区,湖北省-武汉市",武汉两点半网络技术有限公司,https://shop.epwk.com/2j5jj12325pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】yellowpages资料提取,https://task.epwk.com/774717/,1904人,1人,¥800,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】网站数据采集统计,https://task.epwk.com/770736/,3219人,6人,¥300,圆满完成,雇佣,o5d231b3e5ed81,网站数据采集统计，公开的信息。具体可以详谈！,2019.07.12,2019.07.14,任务编号：770736,"￥300,￥300,￥300,￥300,￥300,￥300","1天,1天,1天,1天,3天,300天","北京市-北京市-东城区,广东省-湛江市-吴川市,河南省-郑州市-市辖区,重庆市-重庆市-渝北区,四川省-成都市-双流县,北京市-北京市-顺义区",莱悦科技工作室,https://shop.epwk.com/4rn8q3exwngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】需要无人机清晰图片5000张,https://task.epwk.com/770536/,3650人,1人,¥100,圆满完成,雇佣,o59636f292b161,需要无人机清晰图片5000张，无人机所在区域的背景为纯色或接近纯色，类似附件中的样子。要求无人机图片覆盖市面上绝大部分的机型外观，图片不得出现大量重复内容，无人机水平和仰视的角度多一些，俯视少一些。可以有矢量图分辨率不低于400x400,2019.07.11,2019.07.22,任务编号：770536,￥100,2天,湖南省-长沙市-长沙县,dyq666,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】采集QQ中的公开信息数据,https://task.epwk.com/769088/,3299人,3人,1000元以内,圆满完成,招标,同八字网,需要采集QQ中公开的信息包括QQ号码、年龄、生日、城市。赏金看数据的多少确定。,2019.07.09,2019.07.15,任务编号：769088,"￥700,￥800,￥900","2天,3天,1天","安徽省-合肥市,四川省-成都市-双流县,河南省-许昌市-市辖区",贝轩数据采集,https://shop.epwk.com/mod04zerr5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他人工智能】人工智能应用软件开发一期,https://task.epwk.com/767036/,393人,1人,¥11000,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【数据采集】高考千所大学分数线统计,https://task.epwk.com/764323/,2642人,1人,¥1980,圆满完成,直接雇佣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
