标题,标题链接,查看数,参与数,需求价格,状态,任务类型,需求方,需求文本,发布时间,完成时间,任务编号,交易价格,工作周期,设计师地点,设计师,字段1_link,详情标题,字段1,字段1_link1,设计师类型,设计师等级,设计师信用,交易总次数,交易总金额,详情标题1,字段2,服务1,价格1,服务2,价格2,服务3,价格3,服务4,价格4,服务5,价格5,服务6,价格6,服务7,价格7,服务8,价格8,服务9,价格9
【新房装修】阳台园艺的产品结构设计,https://task.epwk.com/351821/,5882人,8人,¥1200,圆满完成,单人悬赏,Mr156****6166,现在都市雾霾笼罩着城市，回到家里希望有一抹绿色在自己的眼前。组合式种植箱：可以自由组合很多种形状，结构简单坚固，由两三个零件组成为佳，拼装起来要简单易行，不管是小孩、老人、女生都能轻松而简单愉快的完成，尺寸要适宜。,2015.05.10,2015.11.09,任务编号：351821,,,,蓝腔白调工作室,https://shop.epwk.com/zqdpl9796n1v/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】急！设计200平方办公室平面布局方案只要平面图,https://task.epwk.com/339945/,17917人,9人,¥500,圆满完成,单人悬赏,mf181****8808,户型：A1-11、A1-10、A1-09共三间，位于整栋写字楼的西南方向，需要设计平面方案图以便装修，内墙都可以砸，A1-11、A1-10户型上方的走廊可以占用，办公用途：广告公司面积：200平方要求：有3间以上独立办公室，1间会议室，有12人以上的大办公室，有吧台及接待空间。其它未提及要求请您以专业设计师的角度定！,2015.03.23,2015.04.12,任务编号：339945,,,,道瑞公司,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】服务站建筑效果图设计,https://task.epwk.com/338413/,4718人,5人,¥500,圆满完成,单人悬赏,M1528****067,"要求：设计两个建筑效果图1,15平方及40平方两种服务站建筑设计2.建筑采用轻钢和玻璃搭建3.建筑用于便民服务站功能，一侧或多侧可打开成为可对外经营门面。4.建筑内最好能有可收缩的货架支出建筑用于陈列货品。5.两个设计都需要打开门面和关闭门面的两种图样。6.该效果图不需要用于施工使用，只用于外观和效果展示7.图样清晰，色彩鲜明，样式美观大方。",2015.03.17,2015.04.18,任务编号：338413,,,,公牛设计,https://shop.epwk.com/j7n3803w25e1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】便民服务站LOGO和VI设计,https://task.epwk.com/338409/,3138人,2人,¥500,圆满完成,单人悬赏,M1528****067,"任务需求一、设计项目：1.LOGO、包装、名片、工作人员围裙VI。二、品牌名称：中文：12349居家养老服务站三、背景介绍：12349是服务热线，该服务站主要为老人和社区居民提供便民服务，并经营电子菜篮订菜业务。四、设计要求整体设计1、设计要求简洁明快、主题突出、寓意深刻（并附上创意说明)。2、表现要求活泼灵动富有想象力。3、生动活泼、易于传播、易于识别、易于记忆。 以上只是建议，方案最终还是由设计人员自由发挥，设计人可根据自己的理解和想象进行大胆创作！五、知识产权的说明：1.所设计的作品应为原创，未在国家商标局注册过，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任；2.中标设计方必须提供以上要求设计作品完整的方案；可用的矢量图源文件和所用到的字体、色号及说明，可进行修改、排版及印刷；中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权,包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用；3.中标作品的著作权和使用权归征集方所有，征集单位享有对方案进行再修改、展示、出版及其它形式的宣传等权益。任何单位和个人不得将中标方案进行宣传、出版、展览等，不得向第三方转让，否则征集单位有追究法律责任的权利；4.请参选作者自留底稿，征集结果公布后，未采用的作品即可自行处理。5.参加此任务者被视为同意以上声明。",2015.03.17,2015.04.18,任务编号：338409,,,,宸蕴设计工作室,https://shop.epwk.com/rp5z41kk0dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】办公室装修设计,https://task.epwk.com/334178/,4960人,7人,¥300,圆满完成,单人悬赏,zzjinzaghi,办公室装修设计，现代时尚设计，面积90平米，需要能放20-30个办公卡位。隔出2个办公室，一个会议室。,2015.02.26,2015.03.17,任务编号：334178,,,,盛唐环艺设计馆,https://shop.epwk.com/89dvgoro4dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】山西太原城中村自建房平面图纸及施工图纸,https://task.epwk.com/333789/,5048人,4人,¥100,圆满完成,单人悬赏,lovecapture,想自建房子，具体宅基地四周情况见图，地下一层准备的功能是锅炉房（能烧火做饭，带卫生间，住人。亦可作商铺或仓库）地下一层预留集中供暖接口和煤气接口，通下水至小区地面污水井.地上一层大概是12*10左右的空间，三居室（两卫，分主卫和客卫）带客厅，餐厅，最好地下一层可以通往地上一层。地上二层准备盖一间房(带卫生间），其余做成露台还温室大棚（大棚内可以种少许菜，做一个贮水池，安装太阳能）地下一层和地上二层最好能建一个简易的升降梯，可以运送些煤炭和物资。宅基地南面邻居房屋高度约4.5米左右（距离现在我的院子水平，房屋建设需考虑冬季采光）电话：13663513588.QQ：620035146有事联系。以上是本人的一些想法，可以改动并提出合理化建议。平面图出后需出施工图。工程造价在15-20W左右，最好能省工。,2015.02.22,2015.05.15,任务编号：333789,,,,启航设计工作室,https://shop.epwk.com/7lngq7e1wdmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】餐厅设计,https://task.epwk.com/333467/,5483人,4人,¥300,圆满完成,单人悬赏,奕云信息科技,"在现有基础上提升档次和品味，通过简单易行的手段将餐厅设计的美观大方,上档次。房间大小（长、宽、高）：5.5*4.5*2.65米楼梯:1.9*1.4米家居都已定型，大吊灯和桌椅已经固定，所以想靠后面的软装搭配来调整一下，例如窗帘、摆件的设计等，制定一个风格，高档，大气，明快，氛围温馨，有亮点在里面。交稿时提交效果图",2015.02.14,2015.03.12,任务编号：333467,,,,智酷设计工作室,https://shop.epwk.com/v0n1x19ox57y/,智酷设计工作室,出售服务,https://shop.epwk.com/v0n1x19ox57y/chushou/,工作室,五品,35分,,,智酷设计工作室,,自建房设计,价格面议,店铺设计,￥800,家居设计,￥1000,logo设计,"￥500
            /件",,,,,,,,,,
【单身公寓设计】“4房2厅1花园”140方新中式家装效果图,https://task.epwk.com/326622/,6174人,9人,¥400,圆满完成,单人悬赏,XV892,注意：请威客们不要打电话联系我，直接交稿件或者直接发站内信给我。                    “4房2厅1花园”140方新中式效果图介绍： 本人中年，在小区9楼一套间，家庭上有二老，下有三个小朋友，                设计要求：                                    10万元装修标准，简装，主要着手设计厅和花园的效果，自己第二次购房第二次主导装修－－－自找工人开工装修。1、中式简约风格、书法（中国画）清淡写意效果、有文化底蕴，2、入户花园是多功能区设计：景观花园（小溪流水、鱼池花木）、饮茶会客...3、厨房的实墙拆去，做酒柜，厨房门为玻璃移门，4、厅墙身贴砖、地面贴砖，房间地面用木纹砖，墙涂ICI，电视墙为文化艺术写意砖，5、入户花园用落地玻璃分区，外围1米宽左右为景观鱼池，内为饮茶会客室6、厅简单吊顶（四边）7、花园入厅的门搞成中式拱门，(门板为玻璃移门）如能配有施工图，会增加奖金,2015.01.08,2015.01.31,任务编号：326622,,,,智酷设计工作室,https://shop.epwk.com/v0n1x19ox57y/,智酷设计工作室,出售服务,https://shop.epwk.com/v0n1x19ox57y/chushou/,工作室,五品,35分,,,智酷设计工作室,,自建房设计,价格面议,店铺设计,￥800,家居设计,￥1000,logo设计,"￥500
            /件",,,,,,,,,,
【新房装修】板式套房家具橱柜、模压门宣传册设计,https://task.epwk.com/323294/,5727人,8人,¥300,圆满完成,单人悬赏,M1828****668,要新款的板式家具套房家具，橱柜，和模压门，公司品牌，设计中标后提供源文件,2014.12.20,2015.03.24,任务编号：323294,,,,天意创想工作室,https://shop.epwk.com/9w56eg036dv1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】北京创意礼品店店面及展柜设计，需要整体效果图,https://task.epwk.com/320282/,3946人,4人,¥300,圆满完成,单人悬赏,京城峰哥,地点：北京某3D画艺术展内需求：创意品店店面及展柜设计，需要整体效果图提供：实景照片、风格参考、简略平面图、LOGO（需要设计灯箱）其他：展柜和摆台风格可参考附件“店柜（1）”，仅供参考，需要比这逼格更高的（这个太low了）；因店铺租期较短，轻装修重装饰。,2014.12.04,2014.12.25,任务编号：320282,,,,盛唐环艺设计馆,https://shop.epwk.com/89dvgoro4dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】新房装修方案，房间分割平面图,https://task.epwk.com/314539/,565人,9人,¥350,圆满完成,单人悬赏,broad3,详情见附件,2014.11.05,2014.12.06,任务编号：314539,,,,智巅设计Z·D·Design,https://shop.epwk.com/89dvg4l2ldl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【办公空间】粮油（大米）店面设计,https://task.epwk.com/313736/,5108人,11人,¥1000,圆满完成,单人悬赏,Mr158****5738,要求：1、现代风格，兼展示区、收银及办公功能（共4人，2人收银）2、整体设计，包括照明、色调、收银及办公区域、商品展示柜（木制的，摆放包装米，要考虑承受重量）的效果图3、详细考虑保险柜、文件柜、打印机、传真机、验钞机等的摆放。提交内容包括：1.店内整体效果图（注明：使用的颜色，何种照明灯）2.收银及办公区区效果图。,2014.10.31,2014.11.18,任务编号：313736,,,,gf空间设计,https://shop.epwk.com/89dvgo0pwdl2/,gf空间设计,出售服务,https://shop.epwk.com/89dvgo0pwdl2/chushou/,个人,七品,39分,,,gf空间设计,,,,,,,,,,,,,,,,,,,
"【店铺厂房】""鲜榨果汁吧""整体效果图设计",https://task.epwk.com/311555/,6475人,9人,¥500,圆满完成,单人悬赏,rainlau0519,本公司现急需具有设计灵感、想法新颖、大胆的设计师，目前就针对于鲜榨果汁吧效果图进行诚信招标！各位有心人士可放心投标，我们真诚合作！该果吧主要服务人群是针对都市白领，望有心人士设计简洁，大方，时尚，新颖，易读易记！部分灵感可微微参考下面几张图！,2014.10.20,2014.11.14,任务编号：311555,,,,MS 设计团队,https://shop.epwk.com/4rn8qvgkwngm/,MS 设计团队,出售服务,https://shop.epwk.com/4rn8qvgkwngm/chushou/,个人,九品,39分,,,MS 设计团队,,,,,,,,,,,,,,,,,,,
【其他建筑设计】富有花园样板间空间设计大赛,https://task.epwk.com/304451/,8750人,10人,¥400,圆满完成,单人悬赏,mf540803c1af37e,根据大赛组织方提供的CAD原图，保证正常使用空间的前提下，设计一款更多使用功能空间的居室，鼓励创意创新，前期要求参赛者提供设计一张平面图，（设计为至少为三房）。组织方请客户打分评审，选取1组，作为获胜者,2014.09.05,2014.09.29,任务编号：304451,,,,峰设计.室内设计工作室,https://shop.epwk.com/81n41wyr0np6/,峰设计.室内设计工作室,出售服务,https://shop.epwk.com/81n41wyr0np6/chushou/,工作室,九品,40分,,,峰设计.室内设计工作室,,家装室内设计,价格面议,室内设计,价格面议,室内设计,价格面议,,,,,,,,,,,,
【效果图设计】瑞嘉地板专卖店效果图简意施工图设计,https://task.epwk.com/302291/,5577人,3人,¥600,圆满完成,单人悬赏,秦墨山人,设计要求：1、靠灯光来烘托气氛，让木地板看上去特别显档次，像奢侈品展示一样。2、整个色调要显现代奢华， 店铺外观也是如此。3、设计要足够吸引客户眼球。4、效果图和CAD施工图，效果图要精致，施工图能满足施工要求即可，不需要太细。5、瑞嘉地板LOGO标识从网上找。6、卖场内需要有一个LOGO墙、会客洽谈区域。,2014.08.24,2014.09.22,任务编号：302291,,,,筑成设计事务所,https://shop.epwk.com/m7d7wx0kk5q8/,筑成设计事务所,出售服务,https://shop.epwk.com/m7d7wx0kk5q8/chushou/,工作室,九品,39分,,,筑成设计事务所,,,,,,,,,,,,,,,,,,,
【效果图设计】背景墙设计,https://task.epwk.com/299443/,6958人,12人,¥100,圆满完成,单人悬赏,职工服务中心,"抽奖现场背景墙设计，结合LOGO及宣传标语。标语：“泉城欢乐购，快乐大抽奖”，墙面尺寸：高：3.2米、宽：3.78米·                      1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;·                      2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;·                      3、提供的附件保密，不能传播",2014.08.08,2014.08.23,任务编号：299443,,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【单身公寓设计】农村连体别墅建筑设计图纸,https://task.epwk.com/299034/,10779人,7人,¥500,圆满完成,单人悬赏,楼AF,连体别墅面积在170-180方左右（两套一共）的小别墅。,2014.08.06,2014.08.16,任务编号：299034,,,,田木建筑设计公司,https://shop.epwk.com/89dvger4wdl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】公司形象墙设计,https://task.epwk.com/294412/,9416人,6人,¥200,圆满完成,单人悬赏,o53b3****054e3,"“vento”泉州奔兔商贸有限公司形象墙设计一、经营介绍： “泉州奔兔商贸有限公司”是一家以经营儿童鞋为主电商公司。主要产品有儿童灯鞋、学生鞋等二、设计要求：1、大气、简洁、明快;2、有一定的视觉冲击力，醒目易识别，突出童真元素;3、能体现特色，LOGO已有，但如限制了设计师的创意，可重新设计。4、附上效果图和施工图（包括所选用材料、尺寸、所需要的大概价格）5、附上创意说明。三、文件说明：    1、提供原有的logo    2、白板形象墙（宽205cm*高310cm）    3、公司部分产品。四、知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2014.07.11,2014.08.15,任务编号：294412,,,,VCT视觉工作室,https://shop.epwk.com/0jnekl48ynv3/,VCT视觉工作室,出售服务,https://shop.epwk.com/0jnekl48ynv3/chushou/,工作室,四品,45分,,,VCT视觉工作室,,室内设计,￥5000,服装设计,"￥3000
            /次",3D动画设计,"￥5000
            /次",艺术照片处理,￥2000,网页图片设计,￥2500,产品外观设计,￥5000,建筑外观设计,￥50000,LOGO设计,￥5000,,
【店铺厂房】小吃城效果图设计,https://task.epwk.com/293842/,10322人,12人,¥900,圆满完成,单人悬赏,mf53bb36ed6605d,要求色彩明快，整洁，时尚,2014.07.08,2014.07.20,任务编号：293842,,,,融合整合设计,https://shop.epwk.com/7lngq8ok3dmr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】客厅设计并制作一个3D效果图,https://task.epwk.com/293723/,6467人,5人,¥100,圆满完成,单人悬赏,xz396****285,"客厅规格5X4m电视背景材料玉石需要用罗马柱，
地面上的瓷砖规格80X80，并且是爵士白的，美缝选用白色
空挂上的瓷砖规格是40X80，并且宽80 高40，中间需有金色美缝
踢脚线最好用黑色的
整体颜色风格以干净为主，搭配协调。简单的化了个草图沙发选用的是木制家具",2014.07.07,2014.08.02,任务编号：293723,,,,东晟创饰设计工作室,https://shop.epwk.com/09drjovy353w/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【店铺厂房】自创烤猪蹄小店门头设计,https://task.epwk.com/290152/,13099人,11人,¥300,圆满完成,单人悬赏,水海亮,牌匾尺寸：长230厘米，高90厘米。店名：“奉旨烤蹄”。牌匾包含内容：logo+店名+希望整个背景能与圣旨有关或者加些古代元素要求：1.设计logo，新颖、有特色，希望能从圣旨的图形入手，同时融入“奉旨烤蹄”四个字有古韵味。2.店名文字用环氧树脂立体发光字，希望字体潇洒、流畅有股古代艺术体，但是能识别。3.门面背景整体希望以大的圣旨为切入点融入一些古代元素但是不能太醒目覆盖了店名4.在牌匾尺下方留出高度25厘米，安装LED电子屏。可灵活设计，以醒目，简洁，有古代圣旨元素的古韵味为最终目标。附件是牌匾示例草图,2014.06.13,2014.06.30,任务编号：290152,,,,渲染精彩,https://shop.epwk.com/78dljop6l5lx/,渲染精彩,出售服务,https://shop.epwk.com/78dljop6l5lx/chushou/,工作室,二品,55分,,,渲染精彩,,创意产品,"￥500
            /件",创意产品,"￥300
            /件",创意产品,"￥1000
            /件",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次"
【软装设计】电视背景墙设计,https://task.epwk.com/287184/,11097人,10人,¥100,圆满完成,单人悬赏,deadlxg,具体要求：一、由于是精装修房子，交房时已经装好了电视背景墙，但是被人对背景墙不满意，顾需重新设计和安装背景墙。二、房子是已黄色的色调为主，地板为木地板，墙纸还没贴，不过已经订好，是亚麻色的麻布壁纸，沙发是浅色的。三、本人比较喜欢暖色调，不喜欢白色和简欧风格。,2014.05.22,2014.06.26,任务编号：287184,,,,丁燕室内设计,https://shop.epwk.com/7g5ykovj9n0q/,丁燕室内设计,出售服务,https://shop.epwk.com/7g5ykovj9n0q/chushou/,工作室,七品,40分,,,丁燕室内设计,,新中式室内设计,价格面议,简欧设计方案,价格面议,现代室内设计方案,价格面议,酒店开放式厨房设计方案,价格面议,,,,,,,,,,
【效果图设计】展厅一楼电梯间大堂装修设计图设计,https://task.epwk.com/258275/,7483人,7人,¥500,圆满完成,单人悬赏,hlby,企业简介：八戒房产超市经营面积3600㎡，集新楼盘常年展示、销售代理、二手房交易、按揭办证等一系列相关业务的房展企业。我们致力于打造成全市最大的房产交易平台，为老百姓提供一站式的购房服务，让老百姓购房全程无忧！要求：1、要做一套能全方位展示其电梯间大堂各方位的效果图和装修设计图及平面图，并提供给 雇 主。            2、装修风格要大气，实现其装修设计的成本不能太高，使用的装潢材料尽量要经济实惠。            3、装修设计中要有吧台 。            4、如果有不明白的地方，请QQ联系 QQ：931477521！谢谢 知识产权说明：1.所设计的作品应为原创，为第一次发布，未侵犯他人著作权；如有侵犯他人著作权，由设计者承担所有法律责任。2.如中标，设计方必须提供以上要求设计作品完整的方案，包括各种矢量图形源文件。3.中标的设计作品，我方支付设计制作费后，即拥有该作品知识产权，包括著作权、使用权和发布权等，有权对设计作品进行修改、组合和应用。4.设计作品一经采用，所有权、修改权和使用权均归我方所有，设计者不得在其他任何地方使用该设计作品，包括并不限于著作权、使用权、发布权以及对设计作品进行修改、组合、应用等权利。设计作品一经采用，所有权、修改权和使用权均由本公司所有，设计者不得再在其他任何地方使用该作品，否则构成侵权，本公司保留依法追究设计方法律责任的权利。5.征集结果公布后，未采用的作品即可自行处理。6.参加此设计任务者被视为同意以上所有声明 示意图上两个画虚线的是横梁    地面与屋顶的距离是3.5米雇主补充内容为：大门：2.7米 消防门：2.1米 电梯门：2.2米 小门：2.1米,2014.04.23,2014.05.16,任务编号：258275,,,,云想新视觉,https://shop.epwk.com/89dvgpm14dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【新房装修】学校楼梯墙面设计,https://task.epwk.com/257764/,9374人,6人,¥300,圆满完成,单人悬赏,西柚设计,小学的楼梯墙面设计，内容主要以 “德孝” 主题 去展开设计。材质：以木质为主，亚克力为辅。要求易施工，造价低尺寸意向图请参考附件,2014.04.20,2014.05.04,任务编号：257764,,,,金品设计,https://shop.epwk.com/rp5z47ey7dx3/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】门面照片美化处理,https://task.epwk.com/257763/,9550人,9人,¥300,圆满完成,单人悬赏,hlby,"1、处理要求写在了命名为”示意图的照片中，如果有不明白的qq联系，qq：9314775212、效果做在命名为”效果图“的照片上3、知识产权说明： （1）、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; （2）、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2014.04.20,2014.04.28,任务编号：257763,,,,银鲨艺术工坊,https://shop.epwk.com/2j5xoke7k5xm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【效果图设计】地下车库效果图,https://task.epwk.com/257723/,10374人,8人,¥200,圆满完成,单人悬赏,wyp41****1,1、我提供地下车库现场照片；2、请根据我提供的样板，将现场照片按样板制作效果图一张。,2014.04.20,2014.04.30,任务编号：257723,,,,亮剑设计,https://task.epwk.com/javascript:;,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】公司形象墙，文化墙，前台设计,https://task.epwk.com/254080/,29852人,19人,¥2000,圆满完成,单人悬赏,saffi,公司形象墙，前台，文化墙设计设计背景：公司网站：http://housingware.en.alibaba.com/company_profile.html公司性质： 外贸公司公司业务:定制类装饰建材供应公司客户：国外大型工程开发商、工程商和国外私人别墅房主产品风格:现代风格和实木传统风格（可以从附件图片展厅产品上看到我们的风格）设计要求 ：1 背景墙要能体现出展厅、公司的高品质；2 将现代和实木传统两种风格有效的结合起来（比如材质上用石材和木纹色等）3 设计尽量的大气、高端。4 文化墙要弄一个电视显示屏。5 文化墙可以做的生动一点。6 公司名称需要显示在背景墙上，附件的蓝色和橙色是以前的主色调，但是如果你有更好的建议，颜色可以修改。交初稿的朋友才会纳入考虑范围，谢谢。,2014.03.27,2014.04.24,任务编号：254080,,,,玮影动画  Bonimation studio,https://shop.epwk.com/4rn8qvvpgngm/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】办公区域口号宣传语等软装设计提升,https://task.epwk.com/254077/,427人,4人,¥1000,圆满完成,单人悬赏,saffi,详情见附件,2014.03.27,2014.04.21,任务编号：254077,,,,深圳市品和设计工作室,https://shop.epwk.com/mod04g4jr5yv/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【其他家装服务】农业生态园的大门设计,https://task.epwk.com/253138/,8396人,5人,¥300,圆满完成,单人悬赏,lyr8886,园区为白色围栏，红色立柱，绿色田园风格设计要求：1、外观大气、材质实用、易于制作和安装2、醒目易识别，与生态园风格相符，突出生态园品牌元素;3、设计内容有相应的具体的制作材料与成本预算4、有相关设计细节及所需的制作工艺说明5、在颜色、材质、图形上有选择组合，可做修改,2014.03.21,2014.03.30,任务编号：253138,,,,云想新视觉,https://shop.epwk.com/89dvgpm14dl2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【软装设计】楼梯间的形象墙设计,https://task.epwk.com/251539/,5559人,4人,¥300,圆满完成,单人悬赏,woshiluoni,"楼梯间的形象墙设计会所名称：雅山瑜伽会所设计要求：1、面积：高4米 长3米2、符合瑜伽馆气质和符合雅山这个名字的气质知识产权说明： 1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任; 2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品;",2014.03.11,2014.03.30,任务编号：251539,,,,艾肯美道品牌设计机构,https://shop.epwk.com/2j5jjzxgk5pz/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】伙伴间谈事休闲的小型会所装修设计,https://task.epwk.com/248309/,8843人,11人,¥500,圆满完成,单人悬赏,seasonlone,"一、 基本情况：1、 户型大小：面积69.25平米(详见附件户型图)，跃层；2、 设计内容：包括精装所有区域的室内装饰工程，含灯光照明、家具平面布置、装饰品摆设等。3、 期望风格：与项目整体定位以及规模相符，具体设计细节等发包方不做要求，由设计公司自行把握；4、 重点关注：本项目主要用来接待发包方的一些关系好友，以年龄范围在三四十岁的高端商务人士居多，活动以喝茶、打牌、品酒、冷餐、聊天为主）5、 其它要求：（1） 要符合传统风水，要写明设计原因；（2） 需要考虑摆放电视的位置。（3） 整个空间分割成三个会客区域。（4） 跃层上可以考虑有短暂休息的功能。7、 装修预算：精装施工成本应控制在25000元以内。二、 中标条件：（对交稿要求）1、 设计需是符合我要求的设计理念的个性化方案。2、 设计资料：设计说明阐述设计理由，设计图纸详尽、便于施工。三、 中标后须提供的资料：1、 平面、立面图：要求详细注明各工作区和功能区名称；有高差变化时须注明标高；2、 需附有主要的施工工艺说明及施工注意事项的说明资料；3、 装修配置选用原则：配置材料或设计选用的同档次材料应尽可能在市场上能购买（个别位置除外）。四、 附件：户型图及项目实拍照片。五、 知识产权说明：1、 所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、 中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品。",2014.02.16,2014.03.15,任务编号：248309,,,,智酷设计工作室,https://shop.epwk.com/v0n1x19ox57y/,智酷设计工作室,出售服务,https://shop.epwk.com/v0n1x19ox57y/chushou/,工作室,五品,35分,,,智酷设计工作室,,自建房设计,价格面议,店铺设计,￥800,家居设计,￥1000,logo设计,"￥500
            /件",,,,,,,,,,
【单身公寓设计】二室二厅家装设计,https://task.epwk.com/247287/,7016人,11人,¥200,圆满完成,单人悬赏,wei12892,设计要求：客卧粉色公主系，整体风格要求现代、简约、大气、温馨、整洁、易打扫。,2014.02.07,2014.03.15,任务编号：247287,,,,几米空间 装饰设计,https://shop.epwk.com/7g5yk4492n0q/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【展台展厅】展销展位方案的设计,https://task.epwk.com/247048/,7399人,4人,¥150,圆满完成,单人悬赏,诚比金坚,简约，时尚，性价比高的展销展位设计方案全国性建材展销会，整个展区6mX6m高5米，设计方案要求达到符合以下公司风格1、大气、简约；甚至引人注目2、有视觉冲击性，醒目，突出公司品牌元素；3、色调：蓝白，参考企业VI。4、性价比高，能重复使用的方案优先考虑整体造型：大气 、稳重、简洁、有力度。设计要求：准、深、新、趣、奇、简。,2014.01.26,2014.03.02,任务编号：247048,,,,渲染精彩,https://shop.epwk.com/78dljop6l5lx/,渲染精彩,出售服务,https://shop.epwk.com/78dljop6l5lx/chushou/,工作室,二品,55分,,,渲染精彩,,创意产品,"￥500
            /件",创意产品,"￥300
            /件",创意产品,"￥1000
            /件",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次",效果图,"￥500
            /次"
【效果图设计】需要展厅装修设计,https://task.epwk.com/245253/,6713人,11人,¥500,圆满完成,单人悬赏,小苏打,"经营介绍： 展厅是一个以陶瓷杯碟，陶瓷碗为主的展厅VI应用内容：展厅装修设计设计要求：1、宜家风格，简单大方，整体白色2.展厅从第三个柱子隔断，后面为工作室。3.展厅铺头如附件图片说明，内装修，如附件风格，2、附上创意说明知识产权说明：1、所设计的作品为原创，为第一次发布，未侵犯他人的著作权，如有侵犯他人著作权，由设计者承担所有法律责任;2、中标的设计作品，我方支付设计制作费，即拥有该作品的知识产权，包括著作权,使用权和发布权等,有权对设计作品进行修改,组合和应用;设计者不得再向其他任何地方使用该设计作品",2014.01.10,2014.01.21,任务编号：245253,,,,已夏设计,https://shop.epwk.com/0z5o4z0l8njq/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
【单身公寓设计】房屋平面方案设计,https://task.epwk.com/243561/,5078人,4人,¥50,圆满完成,单人悬赏,yangyang87928,求平面方案设计，附件里面有要求。,2013.12.26,2014.01.22,任务编号：243561,,,,博凡空间设计,https://shop.epwk.com/omdwk0pwwdrp/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
